timestamp,open,high,low,close,volume
2020-07-17 15:41:00,125.3285,125.3285,125.2800,125.3200,18005
2020-07-17 15:40:00,125.3850,125.3850,125.3200,125.3200,10105
2020-07-17 15:39:00,125.3150,125.3900,125.3150,125.3900,13026
2020-07-17 15:38:00,125.4300,125.4370,125.2800,125.3000,17856
2020-07-17 15:37:00,125.4700,125.4700,125.4200,125.4200,19188
2020-07-17 15:36:00,125.4400,125.4900,125.4400,125.4800,5786
2020-07-17 15:35:00,125.3463,125.4500,125.3350,125.4300,9459
2020-07-17 15:34:00,125.3300,125.3500,125.3000,125.3400,10828
2020-07-17 15:33:00,125.3378,125.3600,125.3030,125.3597,6791
2020-07-17 15:32:00,125.3300,125.3500,125.2700,125.3300,14684
2020-07-17 15:31:00,125.3400,125.3400,125.2700,125.3250,9243
2020-07-17 15:30:00,125.2400,125.3400,125.2400,125.3400,4963
2020-07-17 15:29:00,125.0900,125.2400,125.0900,125.2400,20242
2020-07-17 15:28:00,125.1300,125.1658,125.0600,125.0800,11646
2020-07-17 15:27:00,125.1611,125.1700,125.1297,125.1500,6669
2020-07-17 15:26:00,125.1100,125.2100,125.1100,125.1700,10005
2020-07-17 15:25:00,125.1100,125.1200,125.0450,125.1100,8726
2020-07-17 15:24:00,125.1691,125.1691,125.0600,125.1100,9969
2020-07-17 15:23:00,125.2300,125.2700,125.1700,125.1700,7274
2020-07-17 15:22:00,125.1700,125.2300,125.1700,125.2300,7927
2020-07-17 15:21:00,125.1700,125.1800,125.1500,125.1630,7386
2020-07-17 15:20:00,125.1200,125.1965,125.1200,125.1800,8297
2020-07-17 15:19:00,125.1000,125.1200,125.0800,125.1200,5803
2020-07-17 15:18:00,125.1000,125.1100,125.0800,125.1000,6355
2020-07-17 15:17:00,125.0231,125.0950,124.9700,125.0950,6954
2020-07-17 15:16:00,125.0200,125.0658,125.0200,125.0366,4882
2020-07-17 15:15:00,125.0922,125.0922,125.0100,125.0300,3960
2020-07-17 15:14:00,125.0150,125.1200,125.0000,125.0800,8782
2020-07-17 15:13:00,125.0900,125.1100,124.9600,125.0150,24879
2020-07-17 15:12:00,125.1700,125.1800,125.0700,125.0800,10285
2020-07-17 15:11:00,125.3200,125.3200,125.1800,125.1898,8473
2020-07-17 15:10:00,125.4100,125.4200,125.3169,125.3169,7572
2020-07-17 15:09:00,125.3400,125.4699,125.3400,125.4150,9508
2020-07-17 15:08:00,125.3200,125.3500,125.3200,125.3500,20542
2020-07-17 15:07:00,125.3200,125.3500,125.2500,125.2900,14782
2020-07-17 15:06:00,125.3450,125.3500,125.2619,125.3100,9981
2020-07-17 15:05:00,125.4200,125.4200,125.3500,125.3500,7119
2020-07-17 15:04:00,125.4600,125.5000,125.4000,125.4100,15283
2020-07-17 15:03:00,125.4400,125.4878,125.4400,125.4533,5490
2020-07-17 15:02:00,125.4500,125.4600,125.4150,125.4300,12832
2020-07-17 15:01:00,125.5450,125.5500,125.4600,125.4700,20646
2020-07-17 15:00:00,125.5650,125.5800,125.5450,125.5500,5660
2020-07-17 14:59:00,125.5900,125.5900,125.5500,125.5700,4333
2020-07-17 14:58:00,125.6000,125.6200,125.6000,125.6000,9290
2020-07-17 14:57:00,125.5850,125.5900,125.5650,125.5900,6192
2020-07-17 14:56:00,125.5800,125.6050,125.5767,125.5850,4806
2020-07-17 14:55:00,125.6100,125.6200,125.5600,125.5700,5040
2020-07-17 14:54:00,125.6000,125.6300,125.5500,125.6100,19176
2020-07-17 14:53:00,125.5500,125.6100,125.5087,125.6050,13644
2020-07-17 14:52:00,125.5701,125.5900,125.5600,125.5600,5726
2020-07-17 14:51:00,125.5950,125.6200,125.5701,125.5701,16753
2020-07-17 14:50:00,125.5950,125.6000,125.5650,125.6000,11934
2020-07-17 14:49:00,125.5800,125.6000,125.5800,125.5900,7379
2020-07-17 14:48:00,125.5600,125.5800,125.5600,125.5700,6888
2020-07-17 14:47:00,125.5800,125.6000,125.5699,125.5700,15284
2020-07-17 14:46:00,125.5900,125.6000,125.5700,125.5800,7588
2020-07-17 14:45:00,125.6200,125.6200,125.5600,125.5900,20867
2020-07-17 14:44:00,125.6050,125.6200,125.5800,125.6199,9406
2020-07-17 14:43:00,125.5844,125.6000,125.5700,125.6000,7166
2020-07-17 14:42:00,125.5500,125.6300,125.5400,125.5750,14983
2020-07-17 14:41:00,125.5600,125.5700,125.5100,125.5450,9485
